Date,Open,High,Low,Close,Adj Close,Volume
2021-04-13,243.660004,245.690002,239.690002,241.889999,241.889999,20793000
2021-04-14,244.369995,245.089996,238.649994,239.229996,239.229996,12405200
2021-04-15,240.000000,240.949997,238.126999,239.089996,239.089996,11288900
2021-04-16,241.889999,241.889999,237.820007,238.690002,238.690002,14418800
2021-04-19,237.440002,238.419998,232.809998,234.779999,234.779999,11216000
2021-04-20,232.869995,234.630005,228.429993,229.880005,229.880005,12093900
2021-04-21,229.330002,229.490005,226.070007,229.440002,229.440002,14315900
2021-04-22,228.764999,234.000000,227.820007,229.350006,229.350006,11986200
2021-04-23,230.649994,233.000000,230.509995,232.080002,232.080002,8967000
2021-04-26,231.500000,233.490005,230.820007,232.699997,232.699997,7792900
2021-04-27,233.440002,236.929993,232.080002,235.919998,235.919998,11646300
2021-04-28,237.570007,239.220001,236.330002,236.720001,236.720001,9187700
2021-04-29,237.789993,238.050003,232.600006,234.179993,234.179993,9552800
2021-04-30,231.770004,233.850006,230.509995,230.949997,230.949997,9326400
2021-05-03,231.270004,236.169998,230.404999,230.710007,230.710007,13620900
2021-05-04,230.250000,231.479996,225.449997,227.899994,227.899994,13260500
2021-05-05,228.000000,229.300003,226.729996,226.779999,226.779999,10013800
2021-05-06,227.110001,228.440002,222.880005,226.419998,226.419998,12247700
2021-05-07,227.899994,228.789993,225.050003,225.309998,225.309998,10550000
2021-05-10,222.869995,222.869995,218.559998,219.529999,219.529999,17266700
2021-05-11,213.710007,221.389999,213.000000,221.380005,221.380005,13887700
2021-05-12,224.740005,225.289993,219.000000,219.899994,219.899994,20366900
2021-05-13,213.149994,215.500000,204.389999,206.080002,206.080002,51693900
2021-05-14,209.923996,210.940002,206.020004,209.509995,209.509995,31626800
2021-05-17,210.615005,213.149994,209.440002,211.050003,211.050003,20529800
2021-05-18,212.500000,215.169998,211.419998,213.720001,213.720001,19519400
2021-05-19,211.100006,212.910004,210.119995,212.539993,212.539993,17030400
2021-05-20,212.994995,217.630005,212.630005,216.990005,216.990005,19123400
2021-05-21,215.229996,215.889999,209.869995,211.059998,211.059998,22825500
2021-05-24,210.029999,212.009995,208.699997,210.440002,210.440002,15884200
2021-05-25,212.830002,214.050003,211.009995,211.130005,211.130005,14116100
2021-05-26,212.300003,213.750000,211.539993,211.779999,211.779999,9405800
2021-05-27,214.169998,215.460007,212.529999,212.740005,212.740005,18680200
2021-05-28,212.759995,214.529999,212.059998,213.960007,213.960007,10401500
2021-06-01,223.020004,223.130005,218.240005,219.479996,219.479996,23052800
2021-06-02,219.429993,219.940002,217.460007,219.589996,219.589996,13126400
2021-06-03,218.000000,218.699997,216.304993,217.039993,217.039993,12448100
2021-06-04,218.279999,219.080002,217.139999,219.020004,219.020004,8999100
2021-06-07,218.000000,218.399994,215.690002,216.899994,216.899994,9928600
2021-06-08,217.289993,218.229996,214.740005,215.820007,215.820007,9443000
2021-06-09,215.210007,216.570007,213.309998,213.320007,213.320007,10233600
2021-06-10,213.500000,214.800003,212.210007,213.070007,213.070007,10735900
2021-06-11,213.449997,213.460007,211.000000,211.639999,211.639999,12276600
2021-06-14,212.250000,215.164993,212.244003,213.940002,213.940002,10773100
2021-06-15,214.169998,214.490005,209.639999,210.059998,210.059998,12167000
2021-06-16,209.750000,211.619995,208.225998,209.320007,209.320007,10917800
2021-06-17,209.899994,212.490005,209.770004,211.600006,211.600006,11233700
2021-06-18,212.009995,213.839996,210.589996,212.300003,212.300003,13724600
2021-06-21,210.550003,211.779999,208.990005,211.059998,211.059998,9273800
2021-06-22,210.419998,211.660004,209.860001,211.320007,211.320007,11092100
2021-06-23,214.190002,216.330002,213.130005,214.860001,214.860001,13785800
2021-06-24,216.990005,219.580002,215.559998,218.380005,218.380005,13488200
2021-06-25,221.710007,230.250000,221.100006,228.500000,228.500000,27383900
2021-06-28,229.500000,230.889999,226.720001,228.589996,228.589996,13564900
2021-06-29,226.699997,229.639999,225.602005,229.440002,229.440002,10273800
2021-06-30,226.990005,227.979996,225.679993,226.779999,226.779999,9348600
2021-07-01,228.070007,228.850006,221.550003,221.869995,221.869995,13316400
2021-07-02,219.160004,219.500000,216.460007,217.750000,217.750000,12989200
2021-07-06,215.320007,215.399994,209.373001,211.600006,211.600006,23719900
2021-07-07,211.610001,212.050003,207.820007,208.000000,208.000000,18340400
2021-07-08,201.710007,202.279999,198.259995,199.850006,199.850006,33992500
2021-07-09,202.050003,207.268005,201.500000,205.940002,205.940002,16911300
2021-07-12,203.899994,206.455002,203.020004,205.479996,205.479996,11259500
2021-07-13,209.229996,212.809998,208.190002,209.509995,209.509995,17375900
2021-07-14,215.500000,216.350006,211.029999,211.500000,211.500000,19484200
2021-07-15,215.110001,216.600006,213.160995,214.759995,214.759995,14283600
2021-07-16,214.850006,215.199997,211.460007,212.100006,212.100006,11150200
2021-07-19,206.100006,209.080002,203.240005,208.910004,208.910004,15865800
2021-07-20,209.000000,211.500000,207.466995,210.589996,210.589996,9986800
2021-07-21,209.149994,211.850006,208.419998,211.080002,211.080002,7650300
2021-07-22,212.639999,216.389999,212.600006,214.039993,214.039993,10563100
2021-07-23,206.289993,206.889999,203.559998,206.529999,206.529999,25539900
2021-07-26,198.369995,198.574997,190.880005,191.759995,191.759995,55736800
2021-07-27,183.589996,186.899994,179.669998,186.070007,186.070007,59265700
2021-07-28,190.229996,198.000000,189.759995,196.009995,196.009995,34535200
2021-07-29,201.044998,201.139999,194.910004,197.539993,197.539993,23363200
2021-07-30,190.580002,196.044998,190.490005,195.190002,195.190002,17250600
2021-08-02,196.270004,202.070007,196.250000,200.089996,200.089996,17889200
2021-08-03,195.009995,197.440002,192.000000,197.380005,197.380005,20115900
2021-08-04,197.490005,203.274994,196.910004,200.710007,200.710007,22327300
2021-08-05,199.270004,200.289993,197.639999,199.279999,199.279999,9881400
2021-08-06,199.250000,199.320007,195.679993,196.389999,196.389999,11967700
2021-08-09,194.580002,195.500000,192.820007,195.250000,195.250000,14657200
2021-08-10,197.270004,198.449997,195.072998,195.729996,195.729996,9983700
2021-08-11,196.600006,196.919998,194.729996,194.860001,194.860001,8985100
2021-08-12,191.169998,192.979996,189.684998,191.660004,191.660004,12873400
2021-08-13,188.610001,189.259995,186.710007,188.619995,188.619995,15377000
2021-08-16,185.000000,186.259995,181.509995,182.710007,182.710007,21020700
2021-08-17,175.919998,177.889999,173.149994,173.729996,173.729996,40558000
2021-08-18,174.100006,175.360001,172.110001,172.350006,172.350006,34339800
2021-08-19,166.699997,167.264008,159.509995,160.550003,160.550003,66663000
2021-08-20,164.119995,166.929993,155.500000,157.960007,157.960007,75948900
2021-08-23,159.279999,161.470001,152.800003,161.059998,161.059998,88699200
2021-08-24,169.039993,174.151993,168.158005,171.699997,171.699997,62786400
2021-08-25,168.699997,169.610001,166.080002,169.100006,169.100006,26055400
2021-08-26,167.460007,168.449997,164.820007,165.240005,165.240005,18816500
2021-08-27,159.990005,161.770004,158.550003,159.470001,159.470001,31718100
2021-08-30,160.169998,163.289993,158.229996,162.289993,162.289993,23769400
2021-08-31,167.699997,169.000000,166.139999,166.990005,166.990005,24629100
2021-09-01,169.559998,174.789993,169.330002,173.279999,173.279999,29550200
2021-09-02,178.009995,178.179993,171.669998,172.000000,172.000000,29302400
2021-09-03,169.524994,172.059998,168.880005,170.300003,170.300003,16423500
2021-09-07,174.149994,176.839996,173.369995,175.160004,175.160004,24608500
2021-09-08,174.250000,174.369995,169.259995,170.710007,170.710007,18993000
2021-09-09,167.300003,169.039993,165.580002,167.320007,167.320007,17295800
2021-09-10,171.199997,171.639999,167.610001,168.100006,168.100006,15064300
2021-09-13,164.490005,166.862000,163.020004,165.410004,165.410004,15458600
2021-09-14,162.860001,163.069000,159.479996,160.149994,160.149994,20925900
2021-09-15,157.949997,158.029999,153.919998,157.860001,157.860001,31796600
2021-09-16,154.919998,157.639008,153.669998,156.259995,156.259995,24358900
2021-09-17,158.479996,160.380005,158.089996,160.050003,160.050003,25489000
2021-09-20,154.399994,155.139999,149.089996,151.490005,151.490005,36177500
2021-09-21,151.580002,152.580002,149.570999,150.179993,150.179993,19494700
2021-09-22,151.470001,154.000000,151.020004,151.889999,151.889999,19832000
2021-09-23,152.580002,152.679993,149.610001,151.190002,151.190002,24707500
2021-09-24,147.710007,148.000000,144.570007,145.080002,145.080002,32067400
2021-09-27,144.919998,150.990005,144.440002,150.179993,150.179993,24287400
2021-09-28,152.160004,153.729996,148.860001,152.389999,152.389999,26299600
2021-09-29,150.460007,152.100006,147.479996,147.580002,147.580002,17361300
2021-09-30,147.029999,149.580002,146.863998,148.050003,148.050003,14291500
2021-10-01,147.089996,148.449997,143.339996,144.199997,144.199997,20211000
2021-10-04,141.699997,141.899994,138.429993,139.630005,139.630005,25218500
2021-10-05,139.380005,143.830002,139.190002,143.139999,143.139999,14032100
2021-10-06,140.559998,144.891998,139.960007,144.100006,144.100006,14875900
2021-10-07,151.050003,158.289993,150.750000,156.000000,156.000000,46035900
2021-10-08,159.860001,162.779999,157.910004,161.520004,161.520004,33499200
2021-10-11,169.610001,169.800003,163.949997,163.949997,163.949997,42193600
2021-10-12,163.824997,165.729996,162.240005,163.000000,163.000000,24512700
2021-10-13,164.380005,168.264999,163.600006,167.399994,167.399994,18595000
2021-10-14,168.259995,168.990005,164.460007,166.779999,166.779999,17403700
2021-10-15,166.990005,169.800003,165.434998,168.000000,168.000000,20762800
2021-10-18,166.580002,169.250000,166.580002,166.820007,166.820007,18945900
2021-10-19,170.600006,177.440002,170.449997,177.000000,177.000000,33538900
2021-10-20,180.949997,182.089996,176.130005,177.179993,177.179993,33714400
2021-10-21,177.000000,179.779999,176.710007,177.419998,177.419998,16444000
2021-10-22,179.080002,182.089996,175.809998,177.699997,177.699997,20807300
2021-10-25,177.860001,178.279999,173.830002,176.169998,176.169998,13119700
2021-10-26,174.479996,174.899994,167.479996,169.990005,169.990005,17577000
2021-10-27,167.529999,172.449997,167.339996,169.229996,169.229996,11801800
2021-10-28,168.490005,170.350006,166.770004,169.789993,169.789993,12440100
2021-10-29,167.070007,168.559998,162.720001,164.940002,164.940002,17155400
2021-11-01,165.839996,171.895004,165.800003,170.169998,170.169998,17609500
2021-11-02,167.100006,167.100006,162.759995,162.899994,162.899994,19072900
2021-11-03,165.360001,166.649994,163.110001,166.240005,166.240005,13569700
2021-11-04,169.279999,169.940002,164.500000,164.789993,164.789993,16669200
2021-11-05,164.794998,164.794998,158.300003,158.729996,158.729996,22098200
2021-11-08,161.764999,162.160004,159.479996,162.160004,162.160004,16223100
2021-11-09,162.160004,164.479996,159.539993,160.190002,160.190002,14010100
2021-11-10,163.679993,166.479996,161.820007,163.970001,163.970001,17216800
2021-11-11,166.559998,169.630005,166.559998,167.850006,167.850006,16747500
2021-11-12,165.173996,167.800003,163.399994,166.809998,166.809998,13741800
2021-11-15,167.220001,168.460007,165.669998,166.539993,166.539993,9655700
2021-11-16,168.600006,169.940002,166.669998,168.429993,168.429993,11887500
2021-11-17,168.020004,168.300003,161.134995,161.580002,161.580002,18829500
2021-11-18,146.910004,148.500000,141.889999,143.600006,143.600006,61571500
2021-11-19,143.039993,145.059998,140.000000,140.339996,140.339996,28575700
2021-11-22,139.899994,140.699997,135.210007,136.619995,136.619995,26390400
2021-11-23,136.031998,136.850006,133.309998,133.660004,133.660004,24102900
2021-11-24,133.100006,136.759995,131.220001,136.520004,136.520004,20010400
2021-11-26,132.929993,133.979996,131.220001,133.350006,133.350006,14814900
2021-11-29,134.250000,134.550003,130.550003,131.610001,131.610001,18648900
2021-11-30,129.901001,131.320007,126.129997,127.529999,127.529999,32625400
2021-12-01,128.369995,129.154999,121.900002,122.489998,122.489998,29203800
2021-12-02,123.019997,125.000000,119.339996,122.000000,122.000000,34478600
2021-12-03,118.000000,118.190002,108.699997,111.959999,111.959999,70266500
2021-12-06,113.639999,123.820000,113.430000,123.599998,123.599998,43111400
2021-12-07,129.300003,129.449997,123.459999,125.540001,125.540001,38542800
2021-12-08,123.209999,126.970001,121.320000,125.080002,125.080002,22275000
2021-12-09,124.629997,127.760002,123.211998,123.910004,123.910004,23499300
2021-12-10,123.220001,125.209999,122.779999,125.059998,125.059998,15008300
2021-12-13,123.000000,123.250000,119.750000,122.239998,122.239998,15820500
2021-12-14,120.930000,127.650002,120.300003,126.580002,126.580002,17691500
2021-12-15,122.629997,123.589996,117.769997,122.470001,122.470001,24893500
2021-12-16,122.320000,125.690002,118.900002,120.250000,120.250000,22533400
2021-12-17,119.489998,122.870003,117.809998,122.099998,122.099998,19781100
2021-12-20,118.500000,118.830002,113.695000,115.000000,115.000000,23970500
2021-12-21,116.849998,122.980003,116.599998,122.980003,122.980003,18036300
2021-12-22,117.089996,118.660004,115.150002,117.809998,117.809998,24502000
2021-12-23,116.800003,119.589996,115.389999,118.660004,118.660004,17563300
2021-12-27,117.800003,121.800003,116.101997,116.589996,116.589996,17864400
2021-12-28,116.260002,116.419998,114.470001,114.800003,114.800003,17052100
2021-12-29,113.800003,114.199997,110.379997,112.089996,112.089996,21100500
2021-12-30,112.629997,124.300003,112.300003,122.989998,122.989998,45437100
2021-12-31,121.230003,122.910004,118.589996,118.790001,118.790001,24287000
2022-01-03,119.379997,121.949997,115.820000,120.379997,120.379997,16775300
2022-01-04,119.529999,120.870003,115.769997,119.559998,119.559998,20824000
2022-01-05,118.000000,126.620003,117.699997,121.160004,121.160004,36651100
2022-01-06,124.260002,128.399994,123.464996,126.629997,126.629997,32045800
2022-01-07,130.240005,133.880005,128.179993,129.809998,129.809998,38113000
2022-01-10,131.990005,132.600006,126.230003,128.300003,128.300003,23372200
2022-01-11,129.210007,134.229996,127.470001,132.190002,132.190002,23616400
2022-01-12,136.020004,138.699997,135.585007,137.410004,137.410004,25961100
2022-01-13,135.199997,135.919998,131.300003,131.369995,131.369995,19887700
2022-01-14,132.809998,134.360001,129.350006,131.570007,131.570007,18614900
2022-01-18,126.269997,132.130005,124.820000,128.600006,128.600006,26122200
2022-01-19,128.100006,130.860001,127.129997,127.739998,127.739998,14665200
2022-01-20,135.770004,136.750000,130.679993,131.029999,131.029999,28966400
2022-01-21,128.229996,128.960007,122.521004,123.230003,123.230003,26341400
2022-01-24,119.320000,120.779999,115.320000,120.370003,120.370003,28509300
2022-01-25,119.910004,122.459999,118.040001,119.139999,119.139999,22224100
2022-01-26,120.930000,120.930000,112.961998,113.370003,113.370003,27513200
2022-01-27,113.110001,114.540001,110.269997,111.790001,111.790001,21472700
2022-01-28,113.250000,115.320000,110.059998,115.230003,115.230003,18892400
2022-01-31,118.169998,125.870003,117.500000,125.790001,125.790001,20346500
2022-02-01,124.809998,128.000000,122.970001,127.220001,127.220001,15036100
2022-02-02,127.629997,127.629997,121.169998,122.879997,122.879997,14050100
2022-02-03,121.550003,125.269997,120.730003,123.470001,123.470001,16651500
2022-02-04,121.269997,123.940002,119.660004,122.220001,122.220001,13538200
2022-02-07,116.099998,116.550003,113.599998,114.820000,114.820000,28589200
2022-02-08,118.160004,122.239998,116.800003,121.900002,121.900002,22340500
2022-02-09,123.089996,126.800003,121.940002,126.500000,126.500000,18253600
2022-02-10,124.110001,128.339996,123.400002,123.980003,123.980003,16116600
2022-02-11,125.334999,126.720001,121.940002,122.250000,122.250000,13889900
2022-02-14,120.559998,122.384003,119.370003,121.919998,121.919998,13154900
2022-02-15,123.769997,126.805000,123.377998,126.239998,126.239998,14634700
2022-02-16,125.610001,127.580002,124.510002,125.559998,125.559998,17993300
2022-02-17,125.000000,129.399994,124.056000,124.430000,124.430000,15906000
2022-02-18,120.879997,120.879997,117.199997,118.989998,118.989998,21201400
2022-02-22,114.000000,114.849998,112.059998,112.930000,112.930000,21755100
2022-02-23,115.099998,115.400002,109.599998,109.720001,109.720001,24489200
2022-02-24,100.073997,108.949997,100.019997,108.930000,108.930000,35294700
2022-02-25,107.889999,108.550003,104.000000,107.940002,107.940002,21428400
2022-02-28,105.970001,107.489998,103.639999,105.190002,105.190002,23063500
2022-03-01,105.849998,111.250000,105.849998,107.089996,107.089996,21218500
2022-03-02,107.389999,107.389999,103.239998,105.419998,105.419998,20791800
2022-03-03,106.029999,106.629997,101.070000,102.050003,102.050003,21725900
2022-03-04,100.290001,104.389999,99.330002,100.599998,100.599998,24574700
2022-03-07,99.559998,103.360001,98.599998,98.660004,98.660004,20679400
2022-03-08,99.320000,100.910004,95.570000,97.500000,97.500000,23275500
2022-03-09,100.260002,100.970001,98.320000,100.930000,100.930000,20853600
2022-03-10,95.190002,95.699997,90.820000,92.919998,92.919998,37671200
2022-03-11,93.260002,93.949997,86.680000,86.709999,86.709999,39341800
2022-03-14,80.699997,82.449997,77.080002,77.760002,77.760002,69992600
2022-03-15,75.099998,80.139999,73.279999,76.760002,76.760002,86209300
2022-03-16,92.000000,105.739998,87.120003,104.980003,104.980003,159834300
2022-03-17,99.139999,101.889999,95.769997,100.370003,100.370003,80663200
2022-03-18,100.500000,111.739998,99.599998,108.300003,108.300003,83781800
2022-03-21,102.809998,105.680000,98.699997,103.589996,103.589996,58882900
2022-03-22,114.010002,118.239998,112.370003,114.989998,114.989998,88193400
2022-03-23,115.699997,124.111000,112.680000,117.239998,117.239998,81605700
2022-03-24,112.860001,116.500000,110.820000,115.150002,115.150002,55850200
2022-03-25,110.529999,113.860001,109.400002,112.989998,112.989998,42396500
2022-03-28,113.860001,116.230003,111.919998,115.089996,115.089996,30168000
2022-03-29,118.360001,119.599998,115.739998,116.709999,116.709999,28060900
2022-03-30,115.540001,120.101997,115.540001,116.580002,116.580002,28381700
2022-03-31,115.029999,115.089996,108.709999,108.800003,108.800003,31240200
2022-04-01,117.620003,118.949997,109.750000,110.199997,110.199997,55873000
2022-04-04,115.699997,118.220001,113.375000,117.500000,117.500000,39088500
2022-04-05,115.000000,115.000000,110.230003,111.000000,111.000000,35226000
2022-04-06,109.239998,109.470001,106.120003,107.680000,107.680000,23739800
2022-04-07,106.680000,107.529999,102.610001,104.269997,104.269997,26814300
2022-04-08,104.480003,106.470001,103.329002,103.529999,103.529999,20814900
2022-04-11,101.089996,103.919998,99.160004,101.550003,101.550003,23504100
2022-04-12,101.180000,102.330002,99.389999,99.750000,99.750000,23953600
2022-04-13,99.239998,101.349998,98.209999,100.029999,100.029999,18330400
2022-04-14,97.290001,99.271004,95.305000,95.489998,95.489998,20931200
2022-04-18,93.769997,95.279999,91.820000,94.709999,94.709999,19159200
2022-04-19,92.290001,93.949997,90.949997,93.500000,93.500000,23870000
2022-04-20,93.480003,93.699997,89.269997,89.410004,89.410004,20949700
2022-04-21,89.550003,90.010002,85.400002,85.989998,85.989998,25639000
2022-04-22,86.500000,90.680000,86.310997,86.489998,86.489998,25130300
2022-04-25,82.699997,86.169998,81.800003,85.839996,85.839996,24674000
2022-04-26,85.870003,86.239998,83.279999,83.989998,83.989998,21194600
2022-04-27,85.320000,89.410004,84.779999,88.320000,88.320000,29351600
2022-04-28,88.620003,90.980003,86.940002,90.910004,90.910004,17707500
2022-04-29,101.529999,103.519997,96.660004,97.089996,97.089996,44933400
2022-05-02,96.410004,101.320000,95.150002,101.209999,101.209999,25479500
2022-05-03,100.129997,102.690002,99.430000,100.379997,100.379997,15216100
2022-05-04,97.720001,101.570000,96.610001,101.410004,101.410004,17740600
2022-05-05,97.940002,98.470001,94.050003,94.639999,94.639999,18673100
2022-05-06,93.360001,93.860001,88.709999,90.050003,90.050003,18568600
2022-05-09,86.955002,88.599998,84.430000,84.839996,84.839996,23338600
2022-05-10,88.639999,88.639999,83.510002,84.570000,84.570000,23400900
2022-05-11,85.510002,87.519997,81.470001,81.730003,81.730003,24962400
2022-05-12,80.680000,83.120003,78.010002,81.089996,81.089996,23833100
2022-05-13,82.120003,88.360001,82.000000,87.989998,87.989998,20078400
2022-05-16,87.699997,89.080002,86.339996,86.480003,86.480003,19644800
2022-05-17,92.750000,94.480003,89.540001,91.989998,91.989998,27330300
2022-05-18,90.000000,91.639999,87.000000,87.309998,87.309998,18991300
2022-05-19,86.180000,90.089996,85.739998,87.690002,87.690002,20776400
2022-05-20,88.699997,90.169998,84.730003,86.790001,86.790001,21020800
2022-05-23,87.059998,87.415001,84.760002,87.230003,87.230003,13998200
2022-05-24,84.989998,85.120003,81.540001,82.470001,82.470001,15214400
2022-05-25,83.720001,84.070000,81.070000,82.309998,82.309998,23093700
2022-05-26,87.300003,95.089996,86.730003,94.480003,94.480003,50825000
2022-05-27,92.209999,94.500000,90.370003,93.410004,93.410004,26716000
2022-05-31,98.330002,99.320000,95.449997,96.050003,96.050003,33790000
2022-06-01,95.900002,96.930000,91.879997,93.379997,93.379997,23730900
2022-06-02,93.669998,97.629997,93.400002,97.500000,97.500000,23228100
2022-06-03,95.150002,96.000000,93.023003,93.209999,93.209999,15855900
2022-06-06,99.639999,102.419998,97.915001,99.010002,99.010002,37287200
2022-06-07,99.989998,104.459999,99.419998,104.320000,104.320000,35958700
2022-06-08,108.260002,121.055000,107.809998,119.620003,119.620003,92337000
2022-06-09,115.000000,118.220001,109.440002,109.900002,109.900002,72512300
2022-06-10,113.660004,114.820000,108.239998,109.839996,109.839996,49859200
2022-06-13,103.610001,104.529999,97.580002,98.519997,98.519997,36396700
2022-06-14,101.989998,106.074997,100.830002,105.230003,105.230003,28567500
2022-06-15,106.809998,108.629997,104.382004,108.029999,108.029999,24026100
2022-06-16,102.790001,104.910004,100.510002,101.449997,101.449997,22357800
2022-06-17,112.540001,112.750000,101.325996,102.239998,102.239998,73019300
2022-06-21,105.959999,107.061996,103.870003,106.389999,106.389999,33975000
2022-06-22,104.230003,107.099998,103.080002,105.150002,105.150002,24233000
2022-06-23,109.959999,113.089996,108.081001,112.110001,112.110001,33228200
2022-06-24,115.300003,118.089996,114.300003,117.620003,117.620003,27029900
2022-06-27,119.970001,121.379997,117.879997,118.730003,118.730003,21724300
2022-06-28,118.980003,120.930000,116.510002,116.760002,116.760002,18659400
2022-06-29,115.809998,117.089996,113.709999,116.029999,116.029999,13793900
2022-06-30,113.769997,114.599998,111.379997,113.680000,113.680000,13836200
2022-07-01,113.629997,116.625000,112.919998,116.000000,116.000000,16679400
2022-07-05,114.510002,120.529999,112.139999,120.129997,120.129997,20989300
2022-07-06,118.930000,120.000000,115.510002,119.120003,119.120003,20222700
2022-07-07,120.629997,125.000000,120.629997,122.389999,122.389999,24202000
2022-07-08,122.260002,125.839996,120.699997,120.900002,120.900002,27221400
2022-07-11,115.459999,115.580002,109.330002,109.570000,109.570000,31249900
2022-07-12,110.860001,111.000000,107.059998,109.209999,109.209999,22318500
2022-07-13,106.839996,110.639999,106.750000,109.099998,109.099998,16861400
2022-07-14,107.800003,108.540001,100.709999,103.760002,103.760002,35314900
2022-07-15,103.489998,103.639999,97.839996,102.440002,102.440002,33572300
2022-07-18,105.879997,106.959999,102.949997,103.139999,103.139999,20503400
